Arrival_Date,State,District,Market,Commodity,Modal_Price
2025-03-20,Karnataka,Mysore,Mysore (Bandipalya),Onion,2800
2025-03-24,Karnataka,Mysore,Mysore (Bandipalya),Onion,3000
2025-03-31,Karnataka,Mysore,Mysore (Bandipalya),Onion,3000
2025-04-03,Karnataka,Mysore,Mysore (Bandipalya),Onion,1600
2025-04-04,Karnataka,Mysore,Mysore (Bandipalya),Onion,1600
2025-04-05,Karnataka,Mysore,Mysore (Bandipalya),Onion,1600
2025-04-07,Karnataka,Mysore,Mysore (Bandipalya),Onion,1600
2025-04-10,Karnataka,Mysore,Mysore (Bandipalya),Onion,1600
2025-04-14,Karnataka,Mysore,Mysore (Bandipalya),Onion,1300
2025-04-15,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-04-18,Karnataka,Mysore,Mysore (Bandipalya),Onion,1000
2025-04-19,Karnataka,Mysore,Mysore (Bandipalya),Onion,1200
2025-05-12,Karnataka,Mysore,Mysore (Bandipalya),Onion,1500
2025-05-14,Karnataka,Mysore,Mysore (Bandipalya),Onion,1650
2025-05-19,Karnataka,Mysore,Mysore (Bandipalya),Onion,1500
2025-05-21,Karnataka,Mysore,Mysore (Bandipalya),Onion,1300
2025-06-27,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-06-28,Karnataka,Mysore,Mysore (Bandipalya),Onion,2000
2025-06-30,Karnataka,Mysore,Mysore (Bandipalya),Onion,2000
2025-07-02,Karnataka,Mysore,Mysore (Bandipalya),Onion,2100
2025-07-03,Karnataka,Mysore,Mysore (Bandipalya),Onion,2100
2025-07-04,Karnataka,Mysore,Mysore (Bandipalya),Onion,2100
2025-07-05,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-07-07,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-07-08,Karnataka,Mysore,Mysore (Bandipalya),Onion,1500
2025-07-09,Karnataka,Mysore,Mysore (Bandipalya),Onion,1600
2025-07-11,Karnataka,Mysore,Mysore (Bandipalya),Onion,1600
2025-07-12,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-07-31,Karnataka,Mysore,Mysore (Bandipalya),Onion,1700
2025-08-29,Karnataka,Mysore,Mysore (Bandipalya),Onion,2000
2025-09-05,Karnataka,Mysore,Mysore (Bandipalya),Onion,1900
2025-09-08,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-09-10,Karnataka,Mysore,Mysore (Bandipalya),Onion,1900
2025-09-11,Karnataka,Mysore,Mysore (Bandipalya),Onion,2000
2025-09-15,Karnataka,Mysore,Mysore (Bandipalya),Onion,2000
2025-09-16,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-09-18,Karnataka,Mysore,Mysore (Bandipalya),Onion,1900
2025-09-19,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-09-22,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-09-23,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-09-24,Karnataka,Mysore,Mysore (Bandipalya),Onion,1800
2025-09-25,Karnataka,Mysore,Mysore (Bandipalya),Onion,1900
2023-07-24,Karnataka,Dakshina Kannada,Puttur,Onion,2050
2023-07-28,Karnataka,Dakshina Kannada,Puttur,Onion,2100
2023-08-14,Karnataka,Dakshina Kannada,Puttur,Onion,2900
2023-08-18,Karnataka,Dakshina Kannada,Puttur,Onion,3100
2023-08-19,Karnataka,Dakshina Kannada,Puttur,Onion,2800
2023-08-24,Karnataka,Dakshina Kannada,Puttur,Onion,2700
2023-08-25,Karnataka,Dakshina Kannada,Puttur,Onion,2900
2023-08-29,Karnataka,Dakshina Kannada,Puttur,Onion,2550
2023-08-30,Karnataka,Dakshina Kannada,Puttur,Onion,2550
2023-09-15,Karnataka,Dakshina Kannada,Puttur,Onion,2800
2023-09-16,Karnataka,Dakshina Kannada,Puttur,Onion,2750
2023-09-26,Karnataka,Dakshina Kannada,Puttur,Onion,2950
2023-09-27,Karnataka,Dakshina Kannada,Puttur,Onion,3100
2023-09-29,Karnataka,Dakshina Kannada,Puttur,Onion,3100
2023-09-30,Karnataka,Dakshina Kannada,Puttur,Onion,3100
2024-06-28,Karnataka,Raichur,Raichur,Onion,2170
2024-06-29,Karnataka,Raichur,Raichur,Onion,2400
2024-07-01,Karnataka,Raichur,Raichur,Onion,2150
2024-07-02,Karnataka,Raichur,Raichur,Onion,2555
2024-07-03,Karnataka,Raichur,Raichur,Onion,2260
2024-07-04,Karnataka,Raichur,Raichur,Onion,3030
2024-07-08,Karnataka,Raichur,Raichur,Onion,2490
2024-07-09,Karnataka,Raichur,Raichur,Onion,2670
2024-07-13,Karnataka,Raichur,Raichur,Onion,3010
2024-07-15,Karnataka,Raichur,Raichur,Onion,2690
2024-07-18,Karnataka,Raichur,Raichur,Onion,3110
2024-07-19,Karnataka,Raichur,Raichur,Onion,3155
2024-07-20,Karnataka,Raichur,Raichur,Onion,2840
2024-07-22,Karnataka,Raichur,Raichur,Onion,2850
2024-07-23,Karnataka,Raichur,Raichur,Onion,2895
2024-07-25,Karnataka,Raichur,Raichur,Onion,2345
2024-07-26,Karnataka,Raichur,Raichur,Onion,2800
2024-07-29,Karnataka,Raichur,Raichur,Onion,2410
2024-07-30,Karnataka,Raichur,Raichur,Onion,2900
2024-07-31,Karnataka,Raichur,Raichur,Onion,3015
2024-08-05,Karnataka,Raichur,Raichur,Onion,1950
2024-08-06,Karnataka,Raichur,Raichur,Onion,2360
2024-08-08,Karnataka,Raichur,Raichur,Onion,2720
2024-08-09,Karnataka,Raichur,Raichur,Onion,2870
2024-08-12,Karnataka,Raichur,Raichur,Onion,3000
2024-08-13,Karnataka,Raichur,Raichur,Onion,3000
2024-08-14,Karnataka,Raichur,Raichur,Onion,2840
2024-08-16,Karnataka,Raichur,Raichur,Onion,3090
2024-08-19,Karnataka,Raichur,Raichur,Onion,2560
2024-08-20,Karnataka,Raichur,Raichur,Onion,1700
2024-08-21,Karnataka,Raichur,Raichur,Onion,2470
2024-08-22,Karnataka,Raichur,Raichur,Onion,2590
2024-08-23,Karnataka,Raichur,Raichur,Onion,3375
2024-08-26,Karnataka,Raichur,Raichur,Onion,3730
2024-08-27,Karnataka,Raichur,Raichur,Onion,3180
2024-08-28,Karnataka,Raichur,Raichur,Onion,3410
2024-08-29,Karnataka,Raichur,Raichur,Onion,2070
2024-08-30,Karnataka,Raichur,Raichur,Onion,2400
2024-08-31,Karnataka,Raichur,Raichur,Onion,2900
2024-09-04,Karnataka,Raichur,Raichur,Onion,2550
2024-09-05,Karnataka,Raichur,Raichur,Onion,2870
2024-09-06,Karnataka,Raichur,Raichur,Onion,2710
2024-09-09,Karnataka,Raichur,Raichur,Onion,2750
2024-09-10,Karnataka,Raichur,Raichur,Onion,2685
2024-09-11,Karnataka,Raichur,Raichur,Onion,3080
2024-09-12,Karnataka,Raichur,Raichur,Onion,3300
2024-09-13,Karnataka,Raichur,Raichur,Onion,3010
2024-09-14,Karnataka,Raichur,Raichur,Onion,3200
2024-09-17,Karnataka,Raichur,Raichur,Onion,3500
2024-09-18,Karnataka,Raichur,Raichur,Onion,3400
2024-09-19,Karnataka,Raichur,Raichur,Onion,3540
2024-09-20,Karnataka,Raichur,Raichur,Onion,3500
2024-09-21,Karnataka,Raichur,Raichur,Onion,3600
2024-09-23,Karnataka,Raichur,Raichur,Onion,3595
2024-09-24,Karnataka,Raichur,Raichur,Onion,3350
2024-09-25,Karnataka,Raichur,Raichur,Onion,3560
2024-09-26,Karnataka,Raichur,Raichur,Onion,4280
2024-09-27,Karnataka,Raichur,Raichur,Onion,4060
2024-09-30,Karnataka,Raichur,Raichur,Onion,3670
2024-07-03,Karnataka,Bangalore,Ramanagara,Onion,3400
2024-07-06,Karnataka,Bangalore,Ramanagara,Onion,4000
2024-07-13,Karnataka,Bangalore,Ramanagara,Onion,4000
2024-07-17,Karnataka,Bangalore,Ramanagara,Onion,3500
2024-07-20,Karnataka,Bangalore,Ramanagara,Onion,3600
2024-08-07,Karnataka,Bangalore,Ramanagara,Onion,3500
2024-08-21,Karnataka,Bangalore,Ramanagara,Onion,4000
2024-08-28,Karnataka,Bangalore,Ramanagara,Onion,4800
2024-08-30,Karnataka,Bangalore,Ramanagara,Onion,5600
2024-09-01,Karnataka,Bangalore,Ramanagara,Onion,4400
2024-09-04,Karnataka,Bangalore,Ramanagara,Onion,5600
2024-09-11,Karnataka,Bangalore,Ramanagara,Onion,5000
2024-09-18,Karnataka,Bangalore,Ramanagara,Onion,4500
2024-09-25,Karnataka,Bangalore,Ramanagara,Onion,5000
2025-03-15,Karnataka,Bangalore,Ramanagara,Onion,3000
2025-03-19,Karnataka,Bangalore,Ramanagara,Onion,3200
2025-03-28,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-04-05,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-04-16,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-04-25,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-05-03,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-05-09,Karnataka,Bangalore,Ramanagara,Onion,1800
2025-05-14,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-05-17,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-05-21,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-05-23,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-05-27,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-06-04,Karnataka,Bangalore,Ramanagara,Onion,2400
2025-06-06,Karnataka,Bangalore,Ramanagara,Onion,2400
2025-06-11,Karnataka,Bangalore,Ramanagara,Onion,2400
2025-06-18,Karnataka,Bangalore,Ramanagara,Onion,2400
2025-06-22,Karnataka,Bangalore,Ramanagara,Onion,2400
2025-07-02,Karnataka,Bangalore,Ramanagara,Onion,2300
2025-07-09,Karnataka,Bangalore,Ramanagara,Onion,2400
2025-07-16,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-07-19,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-07-23,Karnataka,Bangalore,Ramanagara,Onion,2300
2025-08-02,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-08-13,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-08-20,Karnataka,Bangalore,Ramanagara,Onion,2000
2025-09-03,Karnataka,Bangalore,Ramanagara,Onion,2200
2025-09-17,Karnataka,Bangalore,Ramanagara,Onion,2000
2023-07-19,Karnataka,Haveri,Ranebennur,Onion,1800
2023-07-26,Karnataka,Haveri,Ranebennur,Onion,1400
2023-08-02,Karnataka,Haveri,Ranebennur,Onion,1700
2023-08-09,Karnataka,Haveri,Ranebennur,Onion,1500
2023-08-16,Karnataka,Haveri,Ranebennur,Onion,1400
2023-09-20,Karnataka,Haveri,Ranebennur,Onion,1900
2023-07-13,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-14,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-17,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-18,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-19,Karnataka,Shimoga,Shimoga,Onion,1700
2023-07-20,Karnataka,Shimoga,Shimoga,Onion,1900
2023-07-21,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-24,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-25,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-26,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-27,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-28,Karnataka,Shimoga,Shimoga,Onion,1800
2023-07-31,Karnataka,Shimoga,Shimoga,Onion,1800
2023-08-01,Karnataka,Shimoga,Shimoga,Onion,1800
2023-08-02,Karnataka,Shimoga,Shimoga,Onion,1800
2023-08-03,Karnataka,Shimoga,Shimoga,Onion,1800
2023-08-04,Karnataka,Shimoga,Shimoga,Onion,1800
2023-08-07,Karnataka,Shimoga,Shimoga,Onion,1800
2023-08-08,Karnataka,Shimoga,Shimoga,Onion,1800
2023-08-09,Karnataka,Shimoga,Shimoga,Onion,2100
2023-08-10,Karnataka,Shimoga,Shimoga,Onion,2000
2023-08-11,Karnataka,Shimoga,Shimoga,Onion,2000
2023-08-14,Karnataka,Shimoga,Shimoga,Onion,2800
2023-08-17,Karnataka,Shimoga,Shimoga,Onion,2800
2023-08-18,Karnataka,Shimoga,Shimoga,Onion,3000
2023-08-21,Karnataka,Shimoga,Shimoga,Onion,2800
2023-08-22,Karnataka,Shimoga,Shimoga,Onion,2900
2023-08-23,Karnataka,Shimoga,Shimoga,Onion,2900
2023-08-24,Karnataka,Shimoga,Shimoga,Onion,2900
2023-08-25,Karnataka,Shimoga,Shimoga,Onion,30
2023-08-28,Karnataka,Shimoga,Shimoga,Onion,2800
2023-08-29,Karnataka,Shimoga,Shimoga,Onion,3000
2023-08-30,Karnataka,Shimoga,Shimoga,Onion,2800
2023-08-31,Karnataka,Shimoga,Shimoga,Onion,2900
2023-09-01,Karnataka,Shimoga,Shimoga,Onion,2900
2023-09-04,Karnataka,Shimoga,Shimoga,Onion,2900
2023-09-05,Karnataka,Shimoga,Shimoga,Onion,2800
2023-09-06,Karnataka,Shimoga,Shimoga,Onion,2800
2023-09-08,Karnataka,Shimoga,Shimoga,Onion,2800
2023-09-11,Karnataka,Shimoga,Shimoga,Onion,2800
2023-09-12,Karnataka,Shimoga,Shimoga,Onion,2900
2023-09-13,Karnataka,Shimoga,Shimoga,Onion,2800
2023-09-14,Karnataka,Shimoga,Shimoga,Onion,3000
2023-09-15,Karnataka,Shimoga,Shimoga,Onion,3000
2023-09-19,Karnataka,Shimoga,Shimoga,Onion,2800
2023-09-20,Karnataka,Shimoga,Shimoga,Onion,2800
2023-09-21,Karnataka,Shimoga,Shimoga,Onion,29
2023-09-22,Karnataka,Shimoga,Shimoga,Onion,28
2023-09-25,Karnataka,Shimoga,Shimoga,Onion,2800
2023-09-26,Karnataka,Shimoga,Shimoga,Onion,2700
2023-09-27,Karnataka,Shimoga,Shimoga,Onion,2800
2023-09-29,Karnataka,Shimoga,Shimoga,Onion,2800
2024-07-01,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-02,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-03,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-04,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-05,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-08,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-09,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-10,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-11,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-12,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-15,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-16,Karnataka,Shimoga,Shimoga,Onion,3200
2024-07-18,Karnataka,Shimoga,Shimoga,Onion,3200
2024-07-19,Karnataka,Shimoga,Shimoga,Onion,3200
2024-07-22,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-23,Karnataka,Shimoga,Shimoga,Onion,3900
2024-07-24,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-25,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-26,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-29,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-30,Karnataka,Shimoga,Shimoga,Onion,3500
2024-07-31,Karnataka,Shimoga,Shimoga,Onion,3500
2024-08-05,Karnataka,Shimoga,Shimoga,Onion,3500
2024-08-06,Karnataka,Shimoga,Shimoga,Onion,3500
2024-08-07,Karnataka,Shimoga,Shimoga,Onion,3500
2024-08-08,Karnataka,Shimoga,Shimoga,Onion,3500
2024-08-09,Karnataka,Shimoga,Shimoga,Onion,3500
2024-08-12,Karnataka,Shimoga,Shimoga,Onion,3500
2024-08-13,Karnataka,Shimoga,Shimoga,Onion,3500
2024-08-14,Karnataka,Shimoga,Shimoga,Onion,3750
2024-08-16,Karnataka,Shimoga,Shimoga,Onion,4400
2024-08-19,Karnataka,Shimoga,Shimoga,Onion,4500
2024-08-20,Karnataka,Shimoga,Shimoga,Onion,4400
2024-08-21,Karnataka,Shimoga,Shimoga,Onion,4400
2024-08-22,Karnataka,Shimoga,Shimoga,Onion,4400
2024-08-23,Karnataka,Shimoga,Shimoga,Onion,4400
2024-08-26,Karnataka,Shimoga,Shimoga,Onion,4400
2024-08-27,Karnataka,Shimoga,Shimoga,Onion,4650
2024-08-28,Karnataka,Shimoga,Shimoga,Onion,4650
2024-08-29,Karnataka,Shimoga,Shimoga,Onion,4750
2024-08-30,Karnataka,Shimoga,Shimoga,Onion,4400
2024-09-02,Karnataka,Shimoga,Shimoga,Onion,4800
2024-09-03,Karnataka,Shimoga,Shimoga,Onion,4700
2024-09-04,Karnataka,Shimoga,Shimoga,Onion,4750
2024-09-05,Karnataka,Shimoga,Shimoga,Onion,5500
2024-09-06,Karnataka,Shimoga,Shimoga,Onion,5500
2024-09-09,Karnataka,Shimoga,Shimoga,Onion,5500
2024-09-10,Karnataka,Shimoga,Shimoga,Onion,5500
2024-09-11,Karnataka,Shimoga,Shimoga,Onion,5100
2024-09-12,Karnataka,Shimoga,Shimoga,Onion,5100
2024-09-13,Karnataka,Shimoga,Shimoga,Onion,5200
2024-09-17,Karnataka,Shimoga,Shimoga,Onion,5100
2024-09-18,Karnataka,Shimoga,Shimoga,Onion,4800
2024-09-19,Karnataka,Shimoga,Shimoga,Onion,4500
2024-09-20,Karnataka,Shimoga,Shimoga,Onion,4500
2024-09-23,Karnataka,Shimoga,Shimoga,Onion,3900
2024-09-24,Karnataka,Shimoga,Shimoga,Onion,4200
2024-09-25,Karnataka,Shimoga,Shimoga,Onion,4800
2024-09-26,Karnataka,Shimoga,Shimoga,Onion,4200
2024-09-27,Karnataka,Shimoga,Shimoga,Onion,4200
2024-09-30,Karnataka,Shimoga,Shimoga,Onion,4500
2025-02-25,Karnataka,Shimoga,Shimoga,Onion,3800
2025-02-27,Karnataka,Shimoga,Shimoga,Onion,3800
2025-02-28,Karnataka,Shimoga,Shimoga,Onion,3800
2025-03-03,Karnataka,Shimoga,Shimoga,Onion,3200
2025-03-04,Karnataka,Shimoga,Shimoga,Onion,3200
2025-03-05,Karnataka,Shimoga,Shimoga,Onion,3300
2025-03-13,Karnataka,Shimoga,Shimoga,Onion,3000
2025-03-14,Karnataka,Shimoga,Shimoga,Onion,2300
2025-03-17,Karnataka,Shimoga,Shimoga,Onion,2500
2025-03-18,Karnataka,Shimoga,Shimoga,Onion,2500
2025-03-19,Karnataka,Shimoga,Shimoga,Onion,2500
2025-03-20,Karnataka,Shimoga,Shimoga,Onion,2500
2025-03-21,Karnataka,Shimoga,Shimoga,Onion,2500
2025-03-24,Karnataka,Shimoga,Shimoga,Onion,2500
2025-03-25,Karnataka,Shimoga,Shimoga,Onion,2500
2025-03-26,Karnataka,Shimoga,Shimoga,Onion,2500
2025-03-27,Karnataka,Shimoga,Shimoga,Onion,2500
2025-03-28,Karnataka,Shimoga,Shimoga,Onion,2500
2025-04-02,Karnataka,Shimoga,Shimoga,Onion,2500
2025-04-03,Karnataka,Shimoga,Shimoga,Onion,2500
2025-04-04,Karnataka,Shimoga,Shimoga,Onion,2300
2025-04-07,Karnataka,Shimoga,Shimoga,Onion,2200
2025-04-08,Karnataka,Shimoga,Shimoga,Onion,2200
2025-04-09,Karnataka,Shimoga,Shimoga,Onion,2200
2025-04-11,Karnataka,Shimoga,Shimoga,Onion,2200
2025-04-15,Karnataka,Shimoga,Shimoga,Onion,2000
2025-04-16,Karnataka,Shimoga,Shimoga,Onion,2100
2025-04-17,Karnataka,Shimoga,Shimoga,Onion,2100
2025-04-19,Karnataka,Shimoga,Shimoga,Onion,2100
2025-04-21,Karnataka,Shimoga,Shimoga,Onion,2100
2025-04-22,Karnataka,Shimoga,Shimoga,Onion,1800
2025-04-23,Karnataka,Shimoga,Shimoga,Onion,2000
2025-04-24,Karnataka,Shimoga,Shimoga,Onion,2000
2025-04-25,Karnataka,Shimoga,Shimoga,Onion,2000
2025-04-28,Karnataka,Shimoga,Shimoga,Onion,2000
2025-04-29,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-02,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-05,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-06,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-07,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-08,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-09,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-12,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-13,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-14,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-15,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-16,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-19,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-20,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-21,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-22,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-23,Karnataka,Shimoga,Shimoga,Onion,2000
2025-05-26,Karnataka,Shimoga,Shimoga,Onion,2300
2025-05-27,Karnataka,Shimoga,Shimoga,Onion,2300
2025-05-28,Karnataka,Shimoga,Shimoga,Onion,1900
2025-05-29,Karnataka,Shimoga,Shimoga,Onion,2300
2025-05-30,Karnataka,Shimoga,Shimoga,Onion,2300
2025-06-02,Karnataka,Shimoga,Shimoga,Onion,2300
2025-06-03,Karnataka,Shimoga,Shimoga,Onion,2300
2025-06-04,Karnataka,Shimoga,Shimoga,Onion,2200
2025-06-05,Karnataka,Shimoga,Shimoga,Onion,2300
2025-06-06,Karnataka,Shimoga,Shimoga,Onion,2200
2025-06-09,Karnataka,Shimoga,Shimoga,Onion,2200
2025-06-10,Karnataka,Shimoga,Shimoga,Onion,2200
2025-06-11,Karnataka,Shimoga,Shimoga,Onion,2200
2025-06-12,Karnataka,Shimoga,Shimoga,Onion,2200
2025-06-13,Karnataka,Shimoga,Shimoga,Onion,2500
2025-06-16,Karnataka,Shimoga,Shimoga,Onion,2500
2025-06-17,Karnataka,Shimoga,Shimoga,Onion,2500
2025-06-18,Karnataka,Shimoga,Shimoga,Onion,2500
2025-06-19,Karnataka,Shimoga,Shimoga,Onion,2500
2025-06-20,Karnataka,Shimoga,Shimoga,Onion,2500
2025-06-23,Karnataka,Shimoga,Shimoga,Onion,2400
2025-06-24,Karnataka,Shimoga,Shimoga,Onion,2400
2025-06-25,Karnataka,Shimoga,Shimoga,Onion,2400
2025-06-26,Karnataka,Shimoga,Shimoga,Onion,2400
2025-06-27,Karnataka,Shimoga,Shimoga,Onion,2400
2025-06-30,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-01,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-01,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-03,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-04,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-07,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-08,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-09,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-10,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-11,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-14,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-15,Karnataka,Shimoga,Shimoga,Onion,2200
2025-07-16,Karnataka,Shimoga,Shimoga,Onion,2200
2025-07-17,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-18,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-21,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-22,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-23,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-24,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-25,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-28,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-29,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-30,Karnataka,Shimoga,Shimoga,Onion,2400
2025-07-31,Karnataka,Shimoga,Shimoga,Onion,2400
2025-08-01,Karnataka,Shimoga,Shimoga,Onion,2400
2025-08-04,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-05,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-06,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-07,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-08,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-11,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-12,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-13,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-14,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-16,Karnataka,Shimoga,Shimoga,Onion,2300
2025-08-18,Karnataka,Shimoga,Shimoga,Onion,2200
2025-08-19,Karnataka,Shimoga,Shimoga,Onion,2200
2025-08-20,Karnataka,Shimoga,Shimoga,Onion,2100
2025-08-21,Karnataka,Shimoga,Shimoga,Onion,2100
2025-08-22,Karnataka,Shimoga,Shimoga,Onion,2100
2025-08-25,Karnataka,Shimoga,Shimoga,Onion,2100
2025-08-26,Karnataka,Shimoga,Shimoga,Onion,2100
2025-08-28,Karnataka,Shimoga,Shimoga,Onion,2000
2025-08-29,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-01,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-02,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-04,Karnataka,Shimoga,Shimoga,Onion,2000
2025-09-06,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-08,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-09,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-10,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-11,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-12,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-15,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-16,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-17,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-18,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-19,Karnataka,Shimoga,Shimoga,Onion,2100
2025-09-22,Karnataka,Shimoga,Shimoga,Onion,2400
2025-09-23,Karnataka,Shimoga,Shimoga,Onion,1900
2025-09-24,Karnataka,Shimoga,Shimoga,Onion,1900
2025-09-25,Karnataka,Shimoga,Shimoga,Onion,1900
2025-09-26,Karnataka,Shimoga,Shimoga,Onion,1900
2025-09-29,Karnataka,Shimoga,Shimoga,Onion,1900
2025-09-30,Karnataka,Shimoga,Shimoga,Onion,1900
2023-09-26,Karnataka,Mysore,T. Narasipura,Onion,2800
2023-09-27,Karnataka,Mysore,T. Narasipura,Onion,3000
2023-09-29,Karnataka,Mysore,T. Narasipura,Onion,2700
2023-09-30,Karnataka,Mysore,T. Narasipura,Onion,2200
2024-07-06,Karnataka,Chikmagalur,Tarikere,Onion,2235
2024-08-17,Karnataka,Chikmagalur,Tarikere,Onion,3250
2023-07-15,Karnataka,Tumkur,Tumkur,Onion,1180
2023-07-19,Karnataka,Tumkur,Tumkur,Onion,1180
2023-07-20,Karnataka,Tumkur,Tumkur,Onion,1150
2023-07-26,Karnataka,Tumkur,Tumkur,Onion,1450
2023-08-05,Karnataka,Tumkur,Tumkur,Onion,1580
